CONCEPT_NAME,TYPE,DT4HID,MODEL_TYPE,DATE
Kranskärlsoperationer Med bypass-transplantation,CV diseases,DT4H-CV12,DT4H,2024-06-01
CAG - Kranskärlsgraft,CV diseases,DT4H-CV12,DT4H,2024-06-01
Hepatopati,Non-CV comorbidities,DT4H-Dis9,DT4H,2024-06-01
Leversjukdom,Non-CV comorbidities,DT4H-Dis9,DT4H,2024-06-01
Sjukdom i levern,Non-CV comorbidities,DT4H-Dis9,DT4H,2024-06-01
LD - leversjukdom,Non-CV comorbidities,DT4H-Dis9,DT4H,2024-06-01
Kvinna,demographic,DT4HDem-3,DT4H,2024-06-01
Man,demographic,DT4HDem-4,DT4H,2024-06-01
Ejektionsfraktion i vänster kammare,Heart Ultrasound,DT4H-US1,DT4H,2024-06-01
Vänster kammares hålrumsstorlek end-systolisk,Heart Ultrasound,DT4H-US7,DT4H,2024-06-01
Hjärtats rytm,ECG variables,DT4HEKG-1,DT4H,2024-06-01
QRS-axel,ECG variables,DT4HEKG-5,DT4H,2024-06-01
QRS-komplexets varaktighet,ECG variables,DT4HEKG-4,DT4H,2024-06-01
Viktökning,signs and symptoms,DT4HSign-18,DT4H,2024-06-01
Njurdialys,Non-CV comorbidities,DT4H-Dis7,DT4H,2024-06-01
Dialys Med konstgjord njure,Non-CV comorbidities,DT4H-Dis7,DT4H,2024-06-01
TIA,CV diseases,DT4H-CV10,DT4H,2024-06-01
Temporär cerebral vaskulär dysfunktion,CV diseases,DT4H-CV10,DT4H,2024-06-01
Övergående ischemisk attack,CV diseases,DT4H-CV10,DT4H,2024-06-01
TIA - Övergående ischemisk attack,CV diseases,DT4H-CV10,DT4H,2024-06-01
Intermittent cerebral ischemi,CV diseases,DT4H-CV10,DT4H,2024-06-01
Övergående ischemisk attack,CV diseases,DT4H-CV10,DT4H,2024-06-01
Övergående cerebral ischemi,CV diseases,DT4H-CV10,DT4H,2024-06-01
Har aldrig rökt,Non-CV comorbidities,DT4H-SM6,DT4H,2024-06-01
Tobaksrökning okänd,Non-CV comorbidities,DT4H-SM8,DT4H,2024-06-01
Dyspné,signs and symptoms,DT4HSign-3,DT4H,2024-06-01
Andlös,signs and symptoms,DT4HSign-3,DT4H,2024-06-01
Andfåddhet,signs and symptoms,DT4HSign-3,DT4H,2024-06-01
SOB - andfåddhet,signs and symptoms,DT4HSign-3,DT4H,2024-06-01
Andfåddhet,signs and symptoms,DT4HSign-3,DT4H,2024-06-01
Svullnad i fotleden,signs and symptoms,DT4HSign-8,DT4H,2024-06-01
Svullen fotled,signs and symptoms,DT4HSign-8,DT4H,2024-06-01
Nedsatt tolerans för ansträngning,signs and symptoms,DT4HSign-6,DT4H,2024-06-01
Albuminhalt i urin,Lab,DT4H-Lab21,DT4H,2024-06-01
Förhållandet albumin/kreatinin i urinen,Lab,DT4H-Lab24,DT4H,2024-06-01
Kreatinhalt i urin,Lab,DT4H-Lab19,DT4H,2024-06-01
Kreatinmätning i urin,Lab,DT4H-Lab19,DT4H,2024-06-01
Synkopeattack,signs and symptoms,DT4HSign-14,DT4H,2024-06-01
Perifert ödem,signs and symptoms,DT4HSign-21,DT4H,2024-06-01
Snabb andning,signs and symptoms,DT4HSign-26,DT4H,2024-06-01
Snabb andning,signs and symptoms,DT4HSign-26,DT4H,2024-06-01
Takypné,signs and symptoms,DT4HSign-26,DT4H,2024-06-01
Tredje hjärtljudet,signs and symptoms,DT4HSign-17,DT4H,2024-06-01
S3 - Tredje hjärtljudet,signs and symptoms,DT4HSign-17,DT4H,2024-06-01
Fastställande av hjärtrytm,Heart Ultrasound,DT4H-US32,DT4H,2024-06-01
Kardiovaskulärt implantat,CV Procedures,DT4H-Proc2,DT4H,2024-06-01
Vaskulärt implantat,CV Procedures,DT4H-Proc3,DT4H,2024-06-01
Plats för ursprung,demographic,DT4HDem-11,DT4H,2024-06-01
Cheyne-stokes andning,signs and symptoms,DT4HSign-27,DT4H,2024-06-01
CSR,signs and symptoms,DT4HSign-27,DT4H,2024-06-01
Kronisk luftvägsobstruktion,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
Kronisk irreversibel luftvägsobstruktion,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
Kronisk luftflödesobstruktion,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
CAFL - Kronisk luftflödesbegränsning,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
COAD - Kronisk obstruktiv luftvägssjukdom,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
CAO - Kronisk luftflödesobstruktion,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
Kronisk begränsning av luftflödet,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
CAL - Kronisk luftflödesbegränsning,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
KOL - Kronisk obstruktiv lungsjukdom,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
Kronisk obstruktiv luftvägssjukdom,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
Kronisk luftvägssjukdom,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
COLD - Kronisk obstruktiv lungsjukdom,Non-CV comorbidities,DT4H-Dis3,DT4H,2024-06-01
Förhöjt jugulärt venöst tryck,signs and symptoms,DT4HSign-15,DT4H,2024-06-01
Elakartad tumör,Non-CV comorbidities,DT4H-Dis10,DT4H,2024-06-01
Malign tumör,Non-CV comorbidities,DT4H-Dis10,DT4H,2024-06-01
Depression,Non-CV comorbidities,DT4H-Dis6,DT4H,2024-06-01
Depressiv episod,Non-CV comorbidities,DT4H-Dis6,DT4H,2024-06-01
Depressiv sjukdom,Non-CV comorbidities,DT4H-Dis6,DT4H,2024-06-01
DepriMedrad,Non-CV comorbidities,DT4H-Dis6,DT4H,2024-06-01
Störning i hjärtklaff,CV diseases,DT4H-CV11,DT4H,2024-06-01
Hjärtfrekvens,ECG variables,DT4HEKG-7,DT4H,2024-06-01
Hb - Hemoglobin,Lab,DT4H-Lab1,DT4H,2024-06-01
HGB - Hemoglobin,Lab,DT4H-Lab1,DT4H,2024-06-01
Hemoglobin,Lab,DT4H-Lab1,DT4H,2024-06-01
Hb - Hemoglobin,Lab,DT4H-Lab1,DT4H,2024-06-01
HGB - Hemoglobin,Lab,DT4H-Lab1,DT4H,2024-06-01
Förhöjt blodtryck,CV diseases,DT4H-CV5,DT4H,2024-06-01
BP - Högt blodtryck,CV diseases,DT4H-CV5,DT4H,2024-06-01
Systemisk arteriell hypertension,CV diseases,DT4H-CV5,DT4H,2024-06-01
Förhöjt blodtryck,CV diseases,DT4H-CV5,DT4H,2024-06-01
HBP - Högt blodtryck,CV diseases,DT4H-CV5,DT4H,2024-06-01
HT - Hypertoni,CV diseases,DT4H-CV5,DT4H,2024-06-01
Sjukdom Med högt blodtryck,CV diseases,DT4H-CV5,DT4H,2024-06-01
BP+ - Hypertoni (högt blodtryck),CV diseases,DT4H-CV5,DT4H,2024-06-01
Nedstämdhet,signs and symptoms,DT4HSign-11,DT4H,2024-06-01
Rales,signs and symptoms,DT4HSign-22,DT4H,2024-06-01
Krepitationer i andningsvägarna,signs and symptoms,DT4HSign-22,DT4H,2024-06-01
Oregelbunden puls,signs and symptoms,DT4HSign-25,DT4H,2024-06-01
Immunbrist på grund av infektion Med humant immunbristvirus,Non-CV comorbidities,DT4H-Dis1,DT4H,2024-06-01
AIDS - Förvärvat immunbristsyndrom,Non-CV comorbidities,DT4H-Dis1,DT4H,2024-06-01
DM - Diabetes Medllitus,Non-CV comorbidities,DT4H-Dis4,DT4H,2024-06-01
Nuvarande rökare,Non-CV comorbidities,DT4H-SM1,DT4H,2024-06-01
Anorektiker,signs and symptoms,DT4HSign-10,DT4H,2024-06-01
Ingen aptit,signs and symptoms,DT4HSign-10,DT4H,2024-06-01
Utan mat,signs and symptoms,DT4HSign-10,DT4H,2024-06-01
Aptitlöshet,signs and symptoms,DT4HSign-10,DT4H,2024-06-01
Stor lever,signs and symptoms,DT4HSign-28,DT4H,2024-06-01
Trötthet,signs and symptoms,DT4HSign-7,DT4H,2024-06-01
Viktminskningsresultat,signs and symptoms,DT4HSign-19,DT4H,2024-06-01
Aldosteronantagonister,Medication,DT4H-MedM1,DT4H,2024-06-01
Loop-diuretikum,Medication,DT4H-MedL1,DT4H,2024-06-01
Diuretikum,Medication,DT4H-Med1,DT4H,2024-06-01
Angiotensinomvandlande enzymhämmare,Medication,DT4H-MedA1,DT4H,2024-06-01
Vasodilaterande Medel,Medication,DT4H-MedV1,DT4H,2024-06-01
Antikoagulerande Medel,Medication,DT4H-MedCO1,DT4H,2024-06-01
beta-blockerande Medel,Medication,DT4H-MedBB1,DT4H,2024-06-01
Kalciumkanalblockerare,Medication,DT4H-MedC1,DT4H,2024-06-01
PND - Paroxysmal nattlig dyspné,signs and symptoms,DT4HSign-5,DT4H,2024-06-01
OSA - Obstruktiv sömnapné,Non-CV comorbidities,DT4H-Dis11,DT4H,2024-06-01
PND - Paroxysmal nattlig dyspné,signs and symptoms,DT4HSign-5,DT4H,2024-06-01
OSA - Obstruktiv sömnapné,Non-CV comorbidities,DT4H-Dis11,DT4H,2024-06-01
Patientens födelsedatum,demographic,DT4HDem-6,DT4H,2024-06-01
DOB - födelsedatum,demographic,DT4HDem-6,DT4H,2024-06-01
Beta-lipoprotein,Lab,DT4H-Lab15,DT4H,2024-06-01
LDL - Lipoprotein Med låg densitet,Lab,DT4H-Lab15,DT4H,2024-06-01
LVEF - vänster ventrikels ejektionsfraktion,Heart Ultrasound,DT4H-US1,DT4H,2024-06-01
LV-kavitetens storlek end-systolisk,Heart Ultrasound,DT4H-US7,DT4H,2024-06-01
RVEF - högerkammarens ejektionsfraktion,Heart Ultrasound,DT4H-US13,DT4H,2024-06-01
Observation av hjärtrytm,Heart Ultrasound,DT4H-US32,DT4H,2024-06-01
BSA - kroppsyta,Heart Ultrasound,DT4H-US2,DT4H,2024-06-01
Inläggning på sjukhus,Outcomes,DT4H-Out8,DT4H,2024-06-01
Snabb hjärtfrekvens,signs and symptoms,DT4HSign-24,DT4H,2024-06-01
Cancer,Non-CV comorbidities,DT4H-Dis10,DT4H,2024-06-01
CA - Cancer,Non-CV comorbidities,DT4H-Dis10,DT4H,2024-06-01
Malign neoplasm,Non-CV comorbidities,DT4H-Dis10,DT4H,2024-06-01
Blockerande Medel för beta-adrenoceptorer,Medication,DT4H-MedBB1,DT4H,2024-06-01
Na - Natrium,Lab,DT4H-Lab17,DT4H,2024-06-01
AF - förmaksflimMedr,CV diseases,DT4H-CV2,DT4H,2024-06-01
Gamma-glutamyltranspeptidas,Lab,DT4H-Lab18,DT4H,2024-06-01
Gamma-glutamyltransferas,Lab,DT4H-Lab18,DT4H,2024-06-01
GGT - Gamma-glutamyltransferas,Lab,DT4H-Lab18,DT4H,2024-06-01
C-reaktivt protein,Lab,DT4H-Lab7,DT4H,2024-06-01
CRP - C-reaktivt protein,Lab,DT4H-Lab7,DT4H,2024-06-01
Andfåddhet i liggande ställning,signs and symptoms,DT4HSign-4,DT4H,2024-06-01
Måste sitta upp för att andas,signs and symptoms,DT4HSign-4,DT4H,2024-06-01
MAP - Genomsnittligt arteriellt tryck,Medication,DT4HMedas-3,DT4H,2024-06-01
MBP - Medelblodtryck,Medication,DT4HMedas-3,DT4H,2024-06-01
Låg urinproduktion,signs and symptoms,DT4HSign-30,DT4H,2024-06-01
Oligouria,signs and symptoms,DT4HSign-30,DT4H,2024-06-01
Avger för lite urin,signs and symptoms,DT4HSign-30,DT4H,2024-06-01
HF - Hjärtsvikt,CV diseases,DT4H-CV4,DT4H,2024-06-01
TG - Triglycerid,Lab,DT4H-Lab12,DT4H,2024-06-01
HIV - infektion Med humant immunbristvirus,Non-CV comorbidities,DT4H-Dis2,DT4H,2024-06-01
K - kalium,Lab,DT4H-Lab16,DT4H,2024-06-01
Upptäckt av blåsljud i hjärtat,signs and symptoms,DT4HSign-20,DT4H,2024-06-01
Observation av blåsljud i hjärtat,signs and symptoms,DT4HSign-20,DT4H,2024-06-01
HDL - Lipoprotein Med hög densitet,Lab,DT4H-Lab14,DT4H,2024-06-01
Alfa-lipoprotein,Lab,DT4H-Lab14,DT4H,2024-06-01
"Kreatinmätning, urin",Lab,DT4H-Lab19,DT4H,2024-06-01
Takypnoeisk,signs and symptoms,DT4HSign-26,DT4H,2024-06-01
Takypnéisk,signs and symptoms,DT4HSign-26,DT4H,2024-06-01
Peritoneal vattusot,signs and symptoms,DT4HSign-29,DT4H,2024-06-01
Buksvullnad,signs and symptoms,DT4HSign-29,DT4H,2024-06-01
Hydrops abdominis,signs and symptoms,DT4HSign-29,DT4H,2024-06-01
Hydroperitoni,signs and symptoms,DT4HSign-29,DT4H,2024-06-01
Hydroperitoneum,signs and symptoms,DT4HSign-29,DT4H,2024-06-01
Reumatism,Non-CV comorbidities,DT4H-Dis12,DT4H,2024-06-01
Förändring av fraktionerad area i vänster kammare,Heart Ultrasound,DT4H-US41,DT4H,2024-06-01
Systoliskt blodtryck vid inskrivning,Medication,DT4HMedas-1,DT4H,2024-06-01
Datum för inskrivning,demographic,DT4HDem-14,DT4H,2024-06-01
Akut hjärtinfarkt Med ST-höjning,ECG variables,DT4HEKG-2,DT4H,2024-06-01
MI - Myokardinfarkt,CV diseases,DT4H-CV7,DT4H,2024-06-01
Myokardinfarkt,CV diseases,DT4H-CV7,DT4H,2024-06-01
Statiner,Medication,DT4H-MedS1,DT4H,2024-06-01
Lokomotorisk smärtstörning,Non-CV comorbidities,DT4H-Dis12,DT4H,2024-06-01
Muskuloskeletal smärtstörning,Non-CV comorbidities,DT4H-Dis12,DT4H,2024-06-01
NSTEMI - MI utan förhöjt ST-segMednt,ECG variables,DT4HEKG-3,DT4H,2024-06-01
Yrsel,signs and symptoms,DT4HSign-13,DT4H,2024-06-01
Digitalisglykosid,Medication,DT4H-MedG1,DT4H,2024-06-01
Natriuretisk peptid i hjärnan,Lab,DT4H-Lab5,DT4H,2024-06-01
Svimning,signs and symptoms,DT4HSign-14,DT4H,2024-06-01
Natriuretisk peptid typ B,Lab,DT4H-Lab5,DT4H,2024-06-01
Vikt: kroppsmassa,demographic,DT4HDem-9,DT4H,2024-06-01
BMI - Body mass index,demographic,DT4HDem-9,DT4H,2024-06-01
HTN - Hypertoni (högt blodtryck),CV diseases,DT4H-CV5,DT4H,2024-06-01
Vänster ventrikels systoliska slutvolym,Heart Ultrasound,DT4H-US7,DT4H,2024-06-01
Ischemisk hjärtsjukdom,CV diseases,DT4H-CV6,DT4H,2024-06-01
Perkutan kranskärlsintervention,CV Procedures,DT4H-Proc1,DT4H,2024-06-01
Mätning av transferrinmättnad,Lab,DT4H-Lab3,DT4H,2024-06-01
Mätning av förhållandet järn/total järnbindningskapacitet,Lab,DT4H-Lab3,DT4H,2024-06-01
Transferrin-järnmättnad,Lab,DT4H-Lab3,DT4H,2024-06-01
Förhållandet Medllan järn och TIBC i serum,Lab,DT4H-Lab3,DT4H,2024-06-01
Procentuell järnmättnad,Lab,DT4H-Lab3,DT4H,2024-06-01
Transferrinmättnad i serum,Lab,DT4H-Lab3,DT4H,2024-06-01
Hjärtfrekvens,ECG variables,DT4HEKG-7,DT4H,2024-06-01
N-BNP - N-terminal pro brain natriuretic peptide,Lab,DT4H-Lab4,DT4H,2024-06-01
NT-proBNP - N-terminal natriuretisk peptid av pro-B-typ,Lab,DT4H-Lab4,DT4H,2024-06-01
IHD - Ischemisk hjärtsjukdom,CV diseases,DT4H-CV6,DT4H,2024-06-01
IHD - Ischemisk hjärtsjukdom,CV diseases,DT4H-CV6,DT4H,2024-06-01
3-hydroxi-3-Medtylglutaryl-koenzym A-reduktashämmare,Medication,DT4H-MedS1,DT4H,2024-06-01
Aldosteronantagonist,Medication,DT4H-MedM1,DT4H,2024-06-01
Döden,Outcomes,DT4H-Out9,DT4H,2024-06-01
Hjärttransplantat - material,CV Procedures,DT4H-Proc4,DT4H,2024-06-01
Ivabradin,Medication,DT4H-MedIV1,DT4H,2024-06-01
Quetelet-index,demographic,DT4HDem-9,DT4H,2024-06-01
Förvärvat immunbristsyndrom (AIDS),Non-CV comorbidities,DT4H-Dis1,DT4H,2024-06-01
3-hydroxi-3-Medtylglutaryl-koenzym A (HMG-CoA)-reduktashämmare,Medication,DT4H-MedS1,DT4H,2024-06-01
NYHA - Klassificering enligt New York Heart Association,signs and symptoms,DT4HSign-1,DT4H,2024-06-01
"Hypertensiv sjukdom, systemisk arteriell",CV diseases,DT4H-CV5,DT4H,2024-06-01
Intermittent cerebral ischemi,CV diseases,DT4H-CV10,DT4H,2024-06-01
STEMI - hjärtinfarkt Med ST-höjning,ECG variables,DT4HEKG-2,DT4H,2024-06-01
Svag,signs and symptoms,DT4HSign-14,DT4H,2024-06-01
Diastoliskt blodtryck vid inskrivning,Medication,DT4HMedas-2,DT4H,2024-06-01
SaO2,Medication,DT4HMedas-5,DT4H,2024-06-01
SvO2,Medication,DT4HMedas-4,DT4H,2024-06-01
Röker tobak dagligen,Non-CV comorbidities,DT4H-SM3,DT4H,2024-06-01
Obstruktiv sömnapné,Non-CV comorbidities,DT4H-Dis11,DT4H,2024-06-01
Förstämningssyndrom av depriMedrad typ,Non-CV comorbidities,DT4H-Dis6,DT4H,2024-06-01
CSR - Cheyne-Stokes andning,signs and symptoms,DT4HSign-27,DT4H,2024-06-01
Obstruktiv sömnapné,Non-CV comorbidities,DT4H-Dis11,DT4H,2024-06-01
Hjärtinsufficiens,CV diseases,DT4H-CV4,DT4H,2024-06-01
Organisk deMedns,Non-CV comorbidities,DT4H-Dis5,DT4H,2024-06-01
3-Hydroxi-3-Medtylglutaryl-koenzym A-reduktashämmare,Medication,DT4H-MedS1,DT4H,2024-06-01
SaO2 - Arteriell syremättnad,Medication,DT4HMedas-5,DT4H,2024-06-01
SvO2 - Venös syremättnad,Medication,DT4HMedas-4,DT4H,2024-06-01
SGLT2-hämmare - Sodium glucose cotransporter subtype 2 inhibitor,Medication,DT4H-MedSG1,DT4H,2024-06-01
PCI - Perkutan kranskärlsintervention,CV Procedures,DT4H-Proc1,DT4H,2024-06-01
Cheyne Stokes andning,signs and symptoms,DT4HSign-27,DT4H,2024-06-01
Kronisk njursjukdom,Non-CV comorbidities,DT4H-Dis13,DT4H,2024-06-01
CKD - kronisk njursjukdom,Non-CV comorbidities,DT4H-Dis13,DT4H,2024-06-01
Kronisk njurfunktionsnedsättning,Non-CV comorbidities,DT4H-Dis13,DT4H,2024-06-01
Kronisk njursjukdom,Non-CV comorbidities,DT4H-Dis13,DT4H,2024-06-01
Mätning av C-reaktivt protein Med hjälp av högkänslig teknik,Lab,DT4H-Lab6,DT4H,2024-06-01
Sporadisk tobaksrökare,Non-CV comorbidities,DT4H-SM4,DT4H,2024-06-01
en våg,Heart Ultrasound,DT4H-US33,DT4H,2024-06-01
Glykerat hemoglobin-A1c,Lab,DT4H-Lab25,DT4H,2024-06-01
HbA1c - Glykerat hemoglobin-A1c,Lab,DT4H-Lab25,DT4H,2024-06-01
HbA1c - Glykerat hemoglobin-A1c,Lab,DT4H-Lab25,DT4H,2024-06-01
Blackout,signs and symptoms,DT4HSign-14,DT4H,2024-06-01
Hämmare av angiotensinomvandlande enzym,Medication,DT4H-MedA1,DT4H,2024-06-01
VerkningsMedkanism för substans Med 3-hydroxi-3-Medtylglutaryl-koenzym A-reduktashämmare,Medication,DT4H-MedS1,DT4H,2024-06-01
Substans Med aldosteronreceptorantagonistisk verkningsMedkanism,Medication,DT4H-MedM1,DT4H,2024-06-01
Substans Med angiotensin II-receptorantagonistisk verkningsMedkanism,Medication,DT4H-MedAR1,DT4H,2024-06-01
Substans Med angiotensinkonverterande enzymhämmande verkningsMedkanism,Medication,DT4H-MedA1,DT4H,2024-06-01
Substans Med beta-adrenerg receptorantagonist verkningsMedkanism,Medication,DT4H-MedBB1,DT4H,2024-06-01
Substans Med kalciumkanalblockerande verkningsMedkanism,Medication,DT4H-MedC1,DT4H,2024-06-01
Substans Med natriumglukos cotransporter subtyp 2 hämmare verkningsMedkanism,Medication,DT4H-MedSG1,DT4H,2024-06-01
Hämmare av trombocytaggregation,Medication,DT4H-MedP1,DT4H,2024-06-01
MI - myokardiell infarkt,CV diseases,DT4H-CV7,DT4H,2024-06-01
Sacubitril och valsartan endast produkt,Medication,DT4H-Med2,DT4H,2024-06-01
Alfa-lipoprotein,Lab,DT4H-Lab14,DT4H,2024-06-01
Beta-lipoprotein,Lab,DT4H-Lab15,DT4H,2024-06-01
Gamma gTP,Lab,DT4H-Lab18,DT4H,2024-06-01
GGT - gamma-glutamyltransferas,Lab,DT4H-Lab18,DT4H,2024-06-01
HDL - lipoprotein Med hög densitet,Lab,DT4H-Lab14,DT4H,2024-06-01
Natriuretisk peptid typ B,Lab,DT4H-Lab5,DT4H,2024-06-01
Natriumkanalblockerare,Medication,DT4H-MedRHY1,DT4H,2024-06-01
Hämmare av renin-angiotensinsysteMedt,Medication,DT4H-MedR1,DT4H,2024-06-01
Perifer arteriell kärlsjukdom,CV diseases,DT4H-CV8,DT4H,2024-06-01
Perifer arteriell sjukdom,CV diseases,DT4H-CV8,DT4H,2024-06-01
Perifer artärsjukdom,CV diseases,DT4H-CV8,DT4H,2024-06-01
Dizzy,signs and symptoms,DT4HSign-13,DT4H,2024-06-01
Betablockerare,Medication,DT4H-MedBB1,DT4H,2024-06-01
Kroppslängd,demographic,DT4HDem-7,DT4H,2024-06-01
Rökning,Non-CV comorbidities,DT4H-SM1,DT4H,2024-06-01
GFR - gloMedrulär filtrationshastighet,Lab,DT4H-Lab22,DT4H,2024-06-01
Statin,Medication,DT4H-MedS1,DT4H,2024-06-01
TIA - övergående ischemisk attack,CV diseases,DT4H-CV10,DT4H,2024-06-01
TIA - övergående ischemisk attack,CV diseases,DT4H-CV10,DT4H,2024-06-01
MBP - Medelblodtryck,Medication,DT4HMedas-3,DT4H,2024-06-01
Transplantation hjärta,CV Procedures,DT4H-Proc4,DT4H,2024-06-01
Viktökning,signs and symptoms,DT4HSign-18,DT4H,2024-06-01
